Date,Close/Last,Volume,Open,High,Low
11/11/2019,$37.16,4053782,$36.15,$37.79,$36.05
11/08/2019,$36.19,5044390,$34.87,$36.43,$34.825
11/07/2019,$34.61,4541807,$36.2,$36.4,$34.57
11/06/2019,$36.14,3423206,$36.26,$36.71,$35.44
11/05/2019,$35.64,6045200,$34.84,$36.89,$34.5509
11/04/2019,$35.01,6104771,$33.73,$35.29,$33.56
11/01/2019,$33.72,6185137,$34.43,$34.49,$33.19
10/31/2019,$34.06,9458056,$33.89,$34.78,$32.72
10/30/2019,$34,28149260,$32.17,$36.75,$32.11
10/29/2019,$33.11,46820590,$38.79,$39.4,$32.55
10/28/2019,$58.39,5488175,$58.5,$60.2,$56.51
10/25/2019,$59.02,2761636,$56.3,$60.27,$56.18
10/24/2019,$56.34,801530,$56.39,$57.185,$55.71
10/23/2019,$56.23,857086,$56.14,$56.74,$55.25
10/22/2019,$56.14,1867592,$56.5,$58.97,$55.7
10/21/2019,$55.76,1525191,$56.14,$57.82,$55.73
10/18/2019,$55.69,1388206,$57.17,$57.25,$54.84
10/17/2019,$57.32,1467927,$56.38,$57.54,$56.165
10/16/2019,$55.64,1573026,$55.91,$56.36,$54.97
10/15/2019,$56.07,2711139,$54,$58.29,$52.795
10/14/2019,$54.41,1279142,$55.3,$55.41,$54.21
10/11/2019,$55.12,1863703,$54.37,$55.94,$54.32
10/10/2019,$53.6,1059235,$53.1,$53.8559,$52.76
10/09/2019,$52.83,1164994,$53.03,$53.48,$52.25
10/08/2019,$52.3,3130998,$54.41,$54.5,$51.57
10/07/2019,$54.93,1693891,$55.78,$55.86,$54.31
10/04/2019,$56.4,4758224,$54.38,$57.18,$53.22
10/03/2019,$54.08,1667522,$53.1,$54.1,$51.76
10/02/2019,$53.16,2376184,$55.48,$55.57,$52.445
10/01/2019,$56.45,1372771,$56.73,$57.98,$55.76
09/30/2019,$56.21,1230986,$55.84,$56.37,$54.8592
09/27/2019,$55.86,1484945,$56.39,$58.1,$55.43
09/26/2019,$55.93,2311874,$55.13,$56.4,$53.24
09/25/2019,$56.37,1907937,$56.16,$56.92,$55.23
09/24/2019,$56.48,1963928,$57.85,$57.85,$55.22
09/23/2019,$57.01,2184081,$59,$59.415,$56.84
09/20/2019,$59.77,2351360,$60.76,$61.24,$59.38
09/19/2019,$60.51,3757780,$63.77,$64.99,$59.3176
09/18/2019,$63.8,896152,$64.29,$64.49,$62.86
09/17/2019,$64.47,1332929,$65.5,$65.58,$63.84
09/16/2019,$65.91,986685,$65.43,$67.13,$65.12
09/13/2019,$66.4,1055228,$67.06,$67.46,$65.21
09/12/2019,$67.1,1557351,$67,$67.68,$65.73
09/11/2019,$66.61,2353516,$64.43,$66.95,$63.16
09/10/2019,$64.31,1543743,$61.92,$64.37,$61.0138
09/09/2019,$62.75,2232615,$60.1,$62.88,$59.99
09/06/2019,$60.4,2904271,$63.01,$66.4,$60.36
09/05/2019,$60.4,1203784,$59.47,$60.62,$58.96
09/04/2019,$58.7,2011246,$57.58,$59.59,$57.47
09/03/2019,$56.74,1476361,$58.67,$59.57,$55.67
08/30/2019,$59.34,1081472,$59.34,$60.185,$58.94
08/29/2019,$58.75,1233633,$58,$59.62,$57.98
08/28/2019,$57.55,1179013,$56.33,$57.82,$55.6103
08/27/2019,$56.46,1735537,$58.59,$59.17,$56.25
08/26/2019,$58.5,2186949,$58.22,$58.51,$56.72
08/23/2019,$57.86,1715312,$60.06,$60.56,$57.68
08/22/2019,$60.89,1083020,$62,$62,$60.03
08/21/2019,$61.85,901349,$62,$63.07,$61.43
08/20/2019,$61.63,1928361,$60.58,$61.94,$60.26
08/19/2019,$60.9,2134550,$60.39,$61.69,$59.9
08/16/2019,$59.94,2365816,$59.15,$60.06,$58.3625
08/15/2019,$58.55,4214046,$61.04,$61.5467,$57.37
08/14/2019,$60.91,2551061,$63.98,$64.05,$60.87
08/13/2019,$65.49,1756207,$65.19,$66.99,$64.69
08/12/2019,$65.69,1652480,$65.73,$66.3,$64.44
08/09/2019,$66.27,3687991,$68.96,$69.23,$65.71
08/08/2019,$69.46,17943770,$69.22,$69.68,$67.285
08/07/2019,$69.47,3451789,$69,$69.72,$67.74
08/06/2019,$69.72,2702745,$69.43,$70.2,$68.17
08/05/2019,$69.04,3619167,$67.74,$69.985,$66.78
08/02/2019,$69.71,6248689,$69.03,$70.4876,$68.56
08/01/2019,$66.57,2920241,$67.56,$68.79,$65.05
07/31/2019,$67.63,3771842,$70.05,$70.14,$66.39
07/30/2019,$69.93,10217400,$73.11,$76.58,$68.4201
07/29/2019,$79.73,4996483,$79.35,$80.25,$76.5
07/26/2019,$74.64,1494610,$74.71,$75.78,$73.58
07/25/2019,$72.99,971685,$73.57,$74.42,$72.99
07/24/2019,$73.74,1186324,$73.2,$74.02,$72
07/23/2019,$73,1042722,$74.37,$74.98,$72.69
07/22/2019,$73.91,1143665,$75.77,$75.93,$73.76
07/19/2019,$75.35,957712,$75.19,$76.47,$74.53
07/18/2019,$74.91,1403479,$74.98,$75.71,$74
07/17/2019,$74.73,1016295,$74.76,$75.8,$74.4517
07/16/2019,$75.02,1900372,$76.65,$76.65,$74.31
07/15/2019,$76.47,1766295,$75.47,$76.55,$74.14
07/12/2019,$75.86,2193532,$74.76,$77.58,$74.16
07/11/2019,$74,3215593,$74.1,$74.96,$72.67
07/10/2019,$77.06,1682585,$78.35,$78.4161,$76.34
07/09/2019,$77.31,1089907,$75.66,$77.78,$75.5
07/08/2019,$75.8,1121647,$77.5,$77.67,$75.56
07/05/2019,$77.86,1684019,$76.85,$78,$75.98
07/03/2019,$76.99,989949,$75.78,$77.46,$75.78
07/02/2019,$75.89,1939979,$76.17,$76.215,$73.49
07/01/2019,$76.55,1597406,$78.89,$79.15,$75.69
06/28/2019,$77.99,1726761,$76.51,$78.03,$75.92
06/27/2019,$76.17,1546888,$76.5,$76.5,$73.44
06/26/2019,$76.82,3596571,$76.65,$78.12,$76.55
06/25/2019,$75.9,6149902,$76.08,$78.31,$74.09
06/24/2019,$72.19,1402865,$71.2,$72.43,$70.41
06/21/2019,$71.17,1376618,$71.73,$72.27,$70.89
06/20/2019,$71.74,1040833,$72.48,$73.4,$70.88
06/19/2019,$71.57,1285984,$71.66,$72,$70.52
06/18/2019,$71.34,1581286,$72.68,$73.62,$71.065
06/17/2019,$72.01,2240180,$72,$74.39,$71.2
06/14/2019,$70.16,2131579,$72.69,$72.75,$68.83
06/13/2019,$72.93,2180458,$70.63,$74.24,$70.22
06/12/2019,$69.94,2700836,$70,$72.06,$68.56
06/11/2019,$70.06,5462292,$67.17,$70.53,$66.9
06/10/2019,$64.7,1883222,$64.5,$65.99,$63.8
06/07/2019,$65.22,2531995,$63.6,$66,$62.9
06/06/2019,$63.14,1326614,$61.88,$63.395,$61.37
06/05/2019,$61.62,2610693,$64.79,$64.79,$60.594
06/04/2019,$64.82,1484606,$63.15,$65.24,$63.01
06/03/2019,$62.94,2058334,$65.22,$65.85,$61.7
05/31/2019,$65.15,1695491,$63.1,$65.59,$62.7782
05/30/2019,$63.8,1129083,$64.1,$65.44,$63.125
05/29/2019,$63.99,1602355,$63.56,$64.11,$61.82
05/28/2019,$64.42,1628341,$66,$66.68,$63.66
05/24/2019,$65.87,1480169,$66.65,$68.1,$65.305
05/23/2019,$66.14,1802210,$67.21,$67.7082,$64.83
05/22/2019,$68.5,2009497,$65.81,$68.71,$65.39
05/21/2019,$66.59,2604991,$63.82,$67.56,$63.8113
05/20/2019,$63.13,2323363,$61.19,$63.94,$60.2
05/17/2019,$61.71,3554724,$61.81,$62.9618,$60.9
05/16/2019,$62.81,1766098,$63.3,$64.78,$62.66
05/15/2019,$63.61,1992566,$62.47,$63.61,$60.53
